Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2025,,,,,,,91995.79055,70441.2129,57694.30408,37188.20458,28765.60034,32888.7819
2026,29079.87101,40651.76946,74488.813,54543.65236,94365.82297,105858.6977,88562.3141,70610.26431,57905.3853,38159.27181,27726.08037,31313.3045
2027,27846.73319,40877.05533,73984.99841,55401.11758,92525.18691,103302.4065,90453.83856,,,,,
