Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2025,,,,,,,4474.752,3318.843,2886.553,2094.606,897.1191,2822.995
2026,1700.224215,2176.697514,3686.711949,3066.916724,5088.882653,6840.233889,4307.744467,3326.807829,2897.113327,2149.30034,2243.457218,2687.764983
2027,3178.79955,4013.120925,3661.776402,3115.130848,4989.622342,6675.054933,4399.749787,,,,,
